Loyalty Number,Total Flights,Total Distance,Total Points Earned,Total Points Redeemed,Active Months,Avg Flights per Active Month,Redemption Ratio,Avg Distance per Flight,Enrollment Year,Enrollment Month,Loyalty Tenure (Months),Last Flight Date,Months Since Last Flight,Churn,At Risk
755582,0,0,0.0,0,,,0.0,0.0,2014,11,49,,,1,0
755668,28,52617,52617.0,1109,9.0,3.111111111111111,0.021076838284204726,1879.1785714285713,2014,8,52,2018-12-01,0.0,0,0
755759,27,40111,40111.0,1214,9.0,3.0,0.03026601181720725,1485.5925925925926,2016,5,31,2018-12-01,0.0,0,0
755867,31,49671,49671.0,1015,12.0,2.5833333333333335,0.020434458738499327,1602.2903225806451,2016,10,26,2018-09-01,3.0,0,0
755977,34,56833,56833.0,2020,10.0,3.4,0.0355427304558971,1671.5588235294117,2015,8,40,2018-12-01,0.0,0,0
756043,0,0,0.0,0,,,0.0,0.0,2012,4,80,,,0,0
756065,27,33333,33333.0,1160,11.0,2.4545454545454546,0.03480034800348004,1234.5555555555557,2016,3,33,2018-11-01,1.0,0,0
756280,0,0,0.0,0,,,0.0,0.0,2014,6,54,,,1,0
756317,28,43045,43045.0,2725,9.0,3.111111111111111,0.06330584272273203,1537.3214285714287,2017,8,16,2018-12-01,0.0,0,0
756341,39,58521,58521.0,3146,12.0,3.25,0.05375847986192991,1500.5384615384614,2016,7,29,2018-12-01,0.0,0,0
756355,55,100472,100472.0,1678,11.0,5.0,0.016701170475356318,1826.7636363636364,2014,9,51,2018-12-01,0.0,0,0
756481,46,64539,64539.0,429,10.0,4.6,0.006647143587598196,1403.0217391304348,2016,3,33,2018-12-01,0.0,0,0
756496,39,45627,45627.0,2063,9.0,4.333333333333333,0.04521445635259824,1169.923076923077,2012,9,75,2018-10-01,2.0,0,0
756515,45,46408,46408.0,355,11.0,4.090909090909091,0.007649543182209964,1031.2888888888888,2014,1,59,2018-11-01,1.0,0,0
756526,0,0,0.0,0,,,0.0,0.0,2012,10,74,,,0,0
756543,44,72915,72915.0,1461,10.0,4.4,0.020037029417815263,1657.159090909091,2016,12,24,2018-12-01,0.0,0,0
756559,0,0,0.0,0,,,0.0,0.0,2012,4,80,,,0,0
756592,0,0,0.0,0,,,0.0,0.0,2012,4,80,,,0,0
756636,4,7796,7796.0,0,1.0,4.0,0.0,1949.0,2018,5,7,2018-06-01,6.0,0,1
756646,39,62795,62795.0,377,10.0,3.9,0.006003662711999363,1610.128205128205,2015,11,37,2018-12-01,0.0,0,0
756663,0,0,0.0,453,,,0.0,0.0,2018,10,2,,,0,0
756668,25,35757,35757.0,0,8.0,3.125,0.0,1430.28,2014,6,54,2018-11-01,1.0,0,0
756791,37,54136,54136.0,0,9.0,4.111111111111111,0.0,1463.1351351351352,2013,8,64,2018-10-01,2.0,0,0
756833,47,77098,77098.0,1175,11.0,4.2727272727272725,0.015240343458974293,1640.3829787234042,2013,10,62,2018-11-01,1.0,0,0
756862,21,35206,35206.0,587,7.0,3.0,0.016673294324830994,1676.4761904761904,2014,7,53,2018-12-01,0.0,0,0
756867,30,49334,49334.0,2080,9.0,3.3333333333333335,0.042161592410913364,1644.4666666666667,2016,12,24,2018-11-01,1.0,0,0
756891,44,61208,61208.0,440,12.0,3.6666666666666665,0.007188602797019997,1391.090909090909,2014,12,48,2018-11-01,1.0,0,0
756892,33,42465,42465.0,1710,10.0,3.3,0.040268456375838924,1286.8181818181818,2015,11,37,2018-09-01,3.0,0,0
756907,43,55672,55672.0,867,9.0,4.777777777777778,0.015573358241126599,1294.6976744186047,2017,3,21,2018-11-01,1.0,0,0
756928,45,71960,71960.0,1762,12.0,3.75,0.024485825458588104,1599.111111111111,2015,10,38,2018-12-01,0.0,0,0
756929,51,83645,83645.0,1174,10.0,5.1,0.014035507203060554,1640.0980392156862,2014,7,53,2018-12-01,0.0,0,0
756967,38,51203,51203.0,780,12.0,3.1666666666666665,0.015233482413139855,1347.4473684210527,2012,6,78,2018-12-01,0.0,0,0
756973,0,0,0.0,0,,,0.0,0.0,2014,8,52,,,1,0
757010,30,50248,50248.0,462,11.0,2.727272727272727,0.009194395796847636,1674.9333333333334,2015,12,36,2018-11-01,1.0,0,0
757041,24,35596,35596.0,850,9.0,2.6666666666666665,0.02387908753792561,1483.1666666666667,2016,1,35,2018-11-01,1.0,0,0
757047,38,59826,59826.0,1202,11.0,3.4545454545454546,0.02009159897034734,1574.3684210526317,2017,3,21,2018-12-01,0.0,0,0
757060,0,0,0.0,0,,,0.0,0.0,2013,5,67,,,1,0
757127,0,0,0.0,0,,,0.0,0.0,2018,12,0,,,0,0
757270,17,28595,28595.0,0,5.0,3.4,0.0,1682.0588235294117,2016,12,24,2017-07-01,17.0,1,1
757387,31,54918,54918.0,585,8.0,3.875,0.010652245165519502,1771.5483870967741,2015,6,42,2018-12-01,0.0,0,0
757416,0,0,0.0,0,,,0.0,0.0,2012,7,77,,,0,0
757420,38,65900,65900.0,638,9.0,4.222222222222222,0.009681335356600911,1734.2105263157894,2014,10,50,2018-10-01,2.0,0,0
757446,35,52739,52739.0,783,12.0,2.9166666666666665,0.014846697889607312,1506.8285714285714,2013,5,67,2018-12-01,0.0,0,0
757547,47,71845,71845.0,0,8.0,5.875,0.0,1528.6170212765958,2016,7,29,2018-12-01,0.0,0,0
757634,45,66682,66682.0,1454,10.0,4.5,0.0218049848534837,1481.8222222222223,2016,4,32,2018-12-01,0.0,0,0
757691,36,50906,50906.0,1042,11.0,3.272727272727273,0.02046909990963737,1414.0555555555557,2017,2,22,2018-12-01,0.0,0,0
757696,26,43832,43832.0,1269,11.0,2.3636363636363638,0.028951450994707063,1685.8461538461538,2012,9,75,2018-12-01,0.0,0,0
757704,0,0,0.0,0,,,0.0,0.0,2018,9,3,,,0,0
757834,39,45952,45952.0,726,10.0,3.9,0.015799094707520892,1178.2564102564102,2015,3,45,2018-12-01,0.0,0,0
757879,40,75660,75660.0,1251,8.0,5.0,0.016534496431403648,1891.5,2017,2,22,2018-09-01,3.0,0,0
757885,29,45103,45103.0,0,10.0,2.9,0.0,1555.2758620689656,2014,7,53,2018-10-01,2.0,0,0
757938,30,44841,44841.0,725,10.0,3.0,0.016168238888517206,1494.7,2017,4,20,2018-12-01,0.0,0,0
758113,47,73857,73857.0,0,10.0,4.7,0.0,1571.4255319148936,2016,11,25,2018-12-01,0.0,0,0
758165,27,43997,43997.0,743,9.0,3.0,0.016887515057844853,1629.5185185185185,2018,12,0,2018-10-01,2.0,0,0
758210,23,31208,31208.0,661,10.0,2.3,0.02118046654703922,1356.8695652173913,2016,5,31,2018-12-01,0.0,0,0
758262,24,33271,33271.0,1379,10.0,2.4,0.04144750683778666,1386.2916666666667,2016,11,25,2018-12-01,0.0,0,0
758322,0,0,0.0,0,,,0.0,0.0,2012,9,75,,,0,0
758328,18,24126,24126.0,591,8.0,2.25,0.024496393931857745,1340.3333333333333,2018,6,6,2017-12-01,12.0,0,1
758372,36,52895,52895.0,0,8.0,4.5,0.0,1469.3055555555557,2017,1,23,2018-12-01,0.0,0,0
758389,47,69241,69241.0,0,12.0,3.9166666666666665,0.0,1473.212765957447,2015,2,46,2018-12-01,0.0,0,0
758432,39,60739,60739.0,861,12.0,3.25,0.014175406246398525,1557.4102564102564,2013,12,60,2018-11-01,1.0,0,0
758635,9,11980,11980.0,0,3.0,3.0,0.0,1331.111111111111,2018,6,6,2018-12-01,0.0,0,0
758656,10,19311,19311.0,598,4.0,2.5,0.03096680648335146,1931.1,2015,10,38,2017-06-01,18.0,1,1
758695,28,45221,45221.0,1880,9.0,3.111111111111111,0.04157360518343248,1615.0357142857142,2017,1,23,2018-10-01,2.0,0,0
758738,22,31781,31781.0,300,8.0,2.75,0.009439602278090682,1444.590909090909,2013,6,66,2018-11-01,1.0,0,0
758789,31,49107,49107.0,1544,9.0,3.4444444444444446,0.03144154601177022,1584.0967741935483,2017,10,14,2018-12-01,0.0,0,0
758840,25,39468,39468.0,1293,8.0,3.125,0.03276071754332624,1578.72,2012,12,72,2018-11-01,1.0,0,0
758927,17,23476,23476.0,478,6.0,2.8333333333333335,0.02036121996933038,1380.9411764705883,2017,10,14,2018-12-01,0.0,0,0
759017,48,65278,65278.0,2094,12.0,4.0,0.03207818866999602,1359.9583333333333,2016,10,26,2018-12-01,0.0,0,0
759093,21,33032,33032.0,660,9.0,2.3333333333333335,0.01998062484863163,1572.952380952381,2013,7,65,2018-12-01,0.0,0,0
759132,0,0,0.0,0,,,0.0,0.0,2015,7,41,,,1,0
759223,19,30734,30734.0,1771,7.0,2.7142857142857144,0.0576234788833214,1617.578947368421,2017,10,14,2018-12-01,0.0,0,0
759310,0,0,0.0,0,,,0.0,0.0,2018,9,3,,,0,0
759311,30,39982,39982.0,908,9.0,3.3333333333333335,0.02271021959881947,1332.7333333333333,2012,5,79,2018-11-01,1.0,0,0
759322,35,50995,50995.0,1514,8.0,4.375,0.02968918521423669,1457.0,2016,9,27,2018-12-01,0.0,0,0
759370,29,42871,42871.0,867,10.0,2.9,0.02022346108091717,1478.3103448275863,2014,8,52,2018-09-01,3.0,0,0
759417,26,31914,31914.0,2270,8.0,3.25,0.0711286582690982,1227.4615384615386,2013,1,71,2018-06-01,6.0,0,1
759518,12,17997,17997.0,0,7.0,1.7142857142857142,0.0,1499.75,2014,9,51,2018-12-01,0.0,0,0
759551,48,60107,60107.0,933,10.0,4.8,0.015522318531951353,1252.2291666666667,2015,10,38,2018-12-01,0.0,0,0
759603,30,46178,69267.0,0,6.0,5.0,0.0,1539.2666666666667,2018,2,10,2018-10-01,2.0,0,0
759785,45,68817,68817.0,1359,12.0,3.75,0.019748027376956277,1529.2666666666667,2014,8,52,2018-12-01,0.0,0,0
759847,30,48721,48721.0,970,9.0,3.3333333333333335,0.019909279366187065,1624.0333333333333,2012,7,77,2018-09-01,3.0,0,0
759899,36,58197,58197.0,1456,9.0,4.0,0.025018471742529684,1616.5833333333333,2015,6,42,2018-10-01,2.0,0,0
759983,0,0,0.0,0,,,0.0,0.0,2016,6,30,,,1,0
759991,35,55316,55316.0,0,9.0,3.888888888888889,0.0,1580.4571428571428,2015,5,43,2018-12-01,0.0,0,0
760061,39,57759,57759.0,1615,11.0,3.5454545454545454,0.0279610104053048,1481.0,2013,4,68,2018-12-01,0.0,0,0
760077,0,0,0.0,0,,,0.0,0.0,2018,12,0,,,0,0
760111,20,24653,24653.0,1739,8.0,2.5,0.07053908246460877,1232.65,2017,11,13,2018-12-01,0.0,0,0
760155,47,55039,82558.5,426,8.0,5.875,0.005159977470520903,1171.0425531914893,2018,2,10,2018-12-01,0.0,0,0
760158,51,73183,109774.5,324,7.0,7.285714285714286,0.0029515051309730402,1434.9607843137255,2018,2,10,2018-12-01,0.0,0,0
760166,41,61912,61912.0,426,9.0,4.555555555555555,0.006880733944954129,1510.0487804878048,2017,6,18,2018-11-01,1.0,0,0
760176,32,44143,44143.0,0,8.0,4.0,0.0,1379.46875,2013,3,69,2018-12-01,0.0,0,0
760196,39,69847,69847.0,520,11.0,3.5454545454545454,0.007444843729866708,1790.948717948718,2012,5,79,2018-11-01,1.0,0,0
760424,50,65147,97720.5,1902,7.0,7.142857142857143,0.019463674459299737,1302.94,2018,2,10,2018-12-01,0.0,0,0
760508,31,47794,47794.0,0,7.0,4.428571428571429,0.0,1541.741935483871,2013,6,66,2018-08-01,4.0,0,0
760614,19,21575,21575.0,0,6.0,3.1666666666666665,0.0,1135.5263157894738,2017,9,15,2018-12-01,0.0,0,0
760645,36,44554,44554.0,417,10.0,3.6,0.009359429007496521,1237.611111111111,2015,10,38,2018-12-01,0.0,0,0
760672,34,53254,53254.0,689,11.0,3.090909090909091,0.012937995267961092,1566.2941176470588,2016,9,27,2018-11-01,1.0,0,0
760835,39,59269,59269.0,861,9.0,4.333333333333333,0.014526987126491083,1519.7179487179487,2013,2,70,2018-12-01,0.0,0,0
760842,43,63978,63978.0,300,11.0,3.909090909090909,0.00468911188220951,1487.860465116279,2017,1,23,2018-12-01,0.0,0,0
760876,40,57523,57523.0,415,8.0,5.0,0.007214505502146968,1438.075,2016,6,30,2018-12-01,0.0,0,0
760975,13,19837,19837.0,500,6.0,2.1666666666666665,0.02520542420728941,1525.923076923077,2015,7,41,2018-08-01,4.0,0,0
761007,0,0,0.0,0,,,0.0,0.0,2012,10,74,,,0,0
761015,24,37570,37570.0,476,10.0,2.4,0.012669683257918552,1565.4166666666667,2015,4,44,2018-12-01,0.0,0,0
761114,57,94566,94566.0,948,12.0,4.75,0.010024744622803122,1659.0526315789473,2015,11,37,2018-12-01,0.0,0,0
761150,14,24740,24740.0,1074,5.0,2.8,0.043411479385610345,1767.142857142857,2017,6,18,2018-02-01,10.0,1,1
761240,52,80233,80233.0,1798,12.0,4.333333333333333,0.0224097316565503,1542.9423076923076,2012,7,77,2018-12-01,0.0,0,0
761305,0,0,0.0,0,,,0.0,0.0,2013,12,60,,,1,0
761403,38,58044,58044.0,1003,9.0,4.222222222222222,0.017279994486940942,1527.4736842105262,2014,2,58,2018-12-01,0.0,0,0
761423,41,55160,55160.0,1977,9.0,4.555555555555555,0.035841189267585206,1345.3658536585365,2016,5,31,2018-11-01,1.0,0,0
761444,0,0,0.0,0,,,0.0,0.0,2015,4,44,,,1,0
761459,43,64866,64866.0,1515,11.0,3.909090909090909,0.023355841272777726,1508.5116279069769,2015,8,40,2018-11-01,1.0,0,0
761510,21,33196,33196.0,0,9.0,2.3333333333333335,0.0,1580.7619047619048,2013,1,71,2018-12-01,0.0,0,0
761600,5,6568,6568.0,735,2.0,2.5,0.1119062119366626,1313.6,2018,7,5,2018-12-01,0.0,0,0
761613,53,65586,65586.0,1495,12.0,4.416666666666667,0.022794498825968956,1237.4716981132076,2014,12,48,2018-11-01,1.0,0,0
761674,43,66873,66873.0,1178,10.0,4.3,0.017615480089124162,1555.1860465116279,2014,9,51,2018-12-01,0.0,0,0
761694,21,32654,32654.0,889,9.0,2.3333333333333335,0.027224842285784284,1554.952380952381,2017,5,19,2018-11-01,1.0,0,0
761966,27,45724,45724.0,603,10.0,2.7,0.013187822587700114,1693.4814814814815,2015,12,36,2018-12-01,0.0,0,0
762044,31,50405,50405.0,1958,9.0,3.4444444444444446,0.03884535264358695,1625.967741935484,2016,1,35,2018-12-01,0.0,0,0
762072,24,47867,47867.0,0,6.0,4.0,0.0,1994.4583333333333,2017,7,17,2018-12-01,0.0,0,0
762117,34,56420,56420.0,1138,11.0,3.090909090909091,0.020170152428216945,1659.4117647058824,2018,6,6,2018-12-01,0.0,0,0
762255,21,34029,34029.0,1598,7.0,3.0,0.046959945928472774,1620.4285714285713,2018,1,11,2018-12-01,0.0,0,0
762259,32,54900,54900.0,1122,8.0,4.0,0.020437158469945354,1715.625,2016,12,24,2018-12-01,0.0,0,0
762272,27,38968,38968.0,442,8.0,3.375,0.011342640114966126,1443.2592592592594,2014,5,55,2018-10-01,2.0,0,0
762355,50,73498,73498.0,1013,11.0,4.545454545454546,0.013782687964298348,1469.96,2012,8,76,2018-11-01,1.0,0,0
762389,47,70599,70599.0,3456,11.0,4.2727272727272725,0.04895253473845239,1502.1063829787233,2014,12,48,2018-09-01,3.0,0,0
762446,0,0,0.0,0,,,0.0,0.0,2016,2,34,,,1,0
762474,17,22821,22821.0,690,6.0,2.8333333333333335,0.03023530958327856,1342.4117647058824,2018,6,6,2018-12-01,0.0,0,0
762485,42,69229,69229.0,1306,10.0,4.2,0.018864926548122895,1648.3095238095239,2012,11,73,2018-12-01,0.0,0,0
762562,10,17719,17719.0,0,3.0,3.3333333333333335,0.0,1771.9,2018,7,5,2018-12-01,0.0,0,0
762671,28,39462,39462.0,0,9.0,3.111111111111111,0.0,1409.357142857143,2017,9,15,2018-11-01,1.0,0,0
762681,43,69670,69670.0,2386,9.0,4.777777777777778,0.034247165207406345,1620.2325581395348,2013,8,64,2018-12-01,0.0,0,0
762715,22,26205,26205.0,0,8.0,2.75,0.0,1191.1363636363637,2017,6,18,2018-11-01,1.0,0,0
762951,50,75250,75250.0,741,10.0,5.0,0.00984717607973422,1505.0,2015,11,37,2018-12-01,0.0,0,0
762971,12,19598,19598.0,0,3.0,4.0,0.0,1633.1666666666667,2018,7,5,2018-12-01,0.0,0,0
762990,0,0,0.0,0,,,0.0,0.0,2013,7,65,,,1,0
763000,15,15782,15782.0,0,5.0,3.0,0.0,1052.1333333333334,2017,3,21,2017-11-01,13.0,1,1
763061,16,28415,28415.0,515,5.0,3.2,0.018124230160126695,1775.9375,2014,4,56,2018-05-01,7.0,0,1
763071,42,57210,57210.0,1336,9.0,4.666666666666667,0.023352560741129173,1362.142857142857,2012,8,76,2018-12-01,0.0,0,0
763084,31,43427,43427.0,0,11.0,2.8181818181818183,0.0,1400.8709677419354,2013,12,60,2018-10-01,2.0,0,0
763113,44,59960,59960.0,1200,9.0,4.888888888888889,0.0200133422281521,1362.7272727272727,2015,1,47,2018-12-01,0.0,0,0
763132,44,64468,64468.0,1273,10.0,4.4,0.01974623068809332,1465.1818181818182,2013,2,70,2018-12-01,0.0,0,0
763177,38,68860,68860.0,488,11.0,3.4545454545454546,0.007086842869590474,1812.1052631578948,2013,11,61,2018-12-01,0.0,0,0
763183,26,37260,37260.0,323,9.0,2.888888888888889,0.008668813741277509,1433.076923076923,2013,2,70,2018-10-01,2.0,1,0
763224,7,8216,8216.0,907,3.0,2.3333333333333335,0.11039435248296008,1173.7142857142858,2018,9,3,2018-12-01,0.0,0,0
763241,36,57263,57263.0,0,11.0,3.272727272727273,0.0,1590.638888888889,2013,11,61,2018-11-01,1.0,0,0
763248,46,51268,76902.0,0,3.0,15.333333333333334,0.0,1114.5217391304348,2018,4,8,2018-11-01,1.0,0,0
763341,45,55532,55532.0,748,10.0,4.5,0.013469711157530793,1234.0444444444445,2016,1,35,2018-11-01,1.0,0,0
763403,45,85526,85526.0,2203,10.0,4.5,0.025758248953534596,1900.5777777777778,2014,2,58,2018-12-01,0.0,0,0
763406,59,91383,91383.0,1384,12.0,4.916666666666667,0.015145048860291301,1548.864406779661,2014,1,59,2018-10-01,2.0,0,0
763520,30,51884,51884.0,2261,9.0,3.3333333333333335,0.04357798165137615,1729.4666666666667,2017,3,21,2018-11-01,1.0,0,0
763591,40,64888,64888.0,833,10.0,4.0,0.012837504623351004,1622.2,2015,8,40,2018-12-01,0.0,0,0
763615,32,51086,51086.0,322,11.0,2.909090909090909,0.006303096738832557,1596.4375,2016,2,34,2018-09-01,3.0,0,0
763618,10,18036,18036.0,0,3.0,3.3333333333333335,0.0,1803.6,2016,8,28,2017-03-01,21.0,1,1
763621,17,22568,22568.0,0,6.0,2.8333333333333335,0.0,1327.5294117647059,2017,7,17,2018-03-01,9.0,1,1
763702,42,62219,62219.0,0,9.0,4.666666666666667,0.0,1481.404761904762,2015,11,37,2018-12-01,0.0,0,0
763761,51,84779,84779.0,391,11.0,4.636363636363637,0.004611991177060357,1662.3333333333333,2012,11,73,2018-12-01,0.0,0,0
763797,41,62157,62157.0,2657,8.0,5.125,0.042746593304052644,1516.0243902439024,2016,7,29,2018-11-01,1.0,0,0
763806,0,0,0.0,0,,,0.0,0.0,2018,12,0,,,0,0
764167,47,70283,70283.0,556,12.0,3.9166666666666665,0.007910874606946203,1495.3829787234042,2016,6,30,2018-12-01,0.0,0,0
764227,0,0,0.0,0,,,0.0,0.0,2015,6,42,,,1,0
764302,3,5333,5333.0,0,2.0,1.5,0.0,1777.6666666666667,2018,9,3,2018-12-01,0.0,0,0
764305,46,81275,81275.0,1543,10.0,4.6,0.01898492771454937,1766.8478260869565,2016,10,26,2018-12-01,0.0,0,0
764513,45,64155,64155.0,0,10.0,4.5,0.0,1425.6666666666667,2013,5,67,2018-12-01,0.0,0,0
764544,30,36866,36866.0,1222,9.0,3.3333333333333335,0.033147073183963545,1228.8666666666666,2018,12,0,2018-09-01,3.0,0,0
764555,41,54283,54283.0,389,10.0,4.1,0.0071661477810732645,1323.9756097560976,2012,10,74,2018-12-01,0.0,0,0
764578,47,76401,76401.0,1756,9.0,5.222222222222222,0.022983992356120992,1625.5531914893618,2014,3,57,2018-12-01,0.0,0,0
764595,40,58314,58314.0,1768,11.0,3.6363636363636362,0.030318619885447748,1457.85,2015,5,43,2018-12-01,0.0,0,0
764634,53,73616,73616.0,940,12.0,4.416666666666667,0.012768963268854596,1388.9811320754718,2015,9,39,2018-11-01,1.0,0,0
764703,12,22876,22876.0,1122,5.0,2.4,0.04904703619513901,1906.3333333333333,2017,7,17,2018-09-01,3.0,0,0
764844,6,10302,10302.0,0,3.0,2.0,0.0,1717.0,2018,7,5,2018-11-01,1.0,0,0
764869,47,61107,61107.0,1319,11.0,4.2727272727272725,0.021585088451404912,1300.1489361702127,2013,7,65,2018-12-01,0.0,0,0
764889,29,43119,43119.0,608,9.0,3.2222222222222223,0.014100512535077344,1486.8620689655172,2017,6,18,2018-12-01,0.0,0,0
764896,40,59142,59142.0,1243,10.0,4.0,0.021017212809847485,1478.55,2017,1,23,2018-12-01,0.0,0,0
764980,30,51383,51383.0,617,9.0,3.3333333333333335,0.012007862522624214,1712.7666666666667,2015,5,43,2018-10-01,2.0,0,0
765079,41,60331,60331.0,1854,9.0,4.555555555555555,0.030730470239180522,1471.4878048780488,2012,6,78,2018-12-01,0.0,0,0
765127,21,34721,34721.0,1081,8.0,2.625,0.03113389591313614,1653.3809523809523,2015,6,42,2018-12-01,0.0,0,0
765202,35,61301,61301.0,1135,10.0,3.5,0.018515195510676825,1751.4571428571428,2017,7,17,2018-11-01,1.0,0,0
765223,0,0,0.0,0,,,0.0,0.0,2018,11,1,,,0,0
765252,36,65250,65250.0,824,10.0,3.6,0.012628352490421456,1812.5,2014,3,57,2018-12-01,0.0,0,0
765261,15,27428,27428.0,0,8.0,1.875,0.0,1828.5333333333333,2013,5,67,2018-12-01,0.0,0,0
765293,38,72605,72605.0,721,9.0,4.222222222222222,0.009930445561600441,1910.657894736842,2014,5,55,2018-12-01,0.0,0,0
765323,46,74243,74243.0,1785,10.0,4.6,0.02404267068949261,1613.9782608695652,2017,6,18,2018-12-01,0.0,0,0
765338,19,31759,31759.0,0,7.0,2.7142857142857144,0.0,1671.5263157894738,2017,7,17,2018-12-01,0.0,0,0
765408,15,21886,21886.0,359,7.0,2.142857142857143,0.0164031801151421,1459.0666666666666,2017,12,12,2018-12-01,0.0,0,0
765428,40,66629,66629.0,574,11.0,3.6363636363636362,0.008614867400081046,1665.725,2013,1,71,2018-12-01,0.0,0,0
765446,0,0,0.0,0,,,0.0,0.0,2015,10,38,,,1,0
765481,37,53717,53717.0,439,9.0,4.111111111111111,0.008172459370404155,1451.8108108108108,2012,11,73,2018-12-01,0.0,0,0
765518,58,81401,81401.0,2676,11.0,5.2727272727272725,0.03287428901364848,1403.4655172413793,2015,2,46,2018-12-01,0.0,0,0
765542,7,12160,12160.0,0,2.0,3.5,0.0,1737.142857142857,2018,10,2,2018-12-01,0.0,0,0
765655,8,10664,10664.0,879,3.0,2.6666666666666665,0.08242685671417854,1333.0,2018,5,7,2018-11-01,1.0,0,0
765747,25,43725,43725.0,809,9.0,2.7777777777777777,0.01850200114351058,1749.0,2013,1,71,2018-11-01,1.0,0,0
765793,24,44882,44882.0,0,9.0,2.6666666666666665,0.0,1870.0833333333333,2012,11,73,2018-10-01,2.0,0,0
765877,49,79705,79705.0,554,12.0,4.083333333333333,0.006950630449783577,1626.6326530612246,2014,2,58,2018-12-01,0.0,0,0
765924,39,66707,66707.0,1875,9.0,4.333333333333333,0.028107994663228747,1710.4358974358975,2013,6,66,2018-11-01,1.0,0,0
765955,18,23210,23210.0,1398,8.0,2.25,0.06023265833692374,1289.4444444444443,2014,12,48,2018-12-01,0.0,0,0
765973,0,0,0.0,0,,,0.0,0.0,2015,4,44,,,1,0
765989,44,72831,72831.0,0,11.0,4.0,0.0,1655.25,2015,3,45,2018-11-01,1.0,0,0
766012,0,0,0.0,0,,,0.0,0.0,2014,7,53,,,1,0
766024,49,77135,77135.0,2057,10.0,4.9,0.026667530952226615,1574.1836734693877,2015,7,41,2018-11-01,1.0,0,0
766091,2,2304,2304.0,0,1.0,2.0,0.0,1152.0,2018,11,1,2018-12-01,0.0,0,0
766262,11,15205,15205.0,733,3.0,3.6666666666666665,0.04820782637290365,1382.2727272727273,2018,7,5,2018-12-01,0.0,0,0
766335,31,46984,70476.0,509,4.0,7.75,0.007222316817072479,1515.6129032258063,2018,2,10,2018-11-01,1.0,0,0
766355,31,52306,78459.0,0,3.0,10.333333333333334,0.0,1687.2903225806451,2018,4,8,2018-12-01,0.0,0,0
766401,0,0,0.0,0,,,0.0,0.0,2018,4,8,,,0,0
766530,42,66024,66024.0,532,11.0,3.8181818181818183,0.008057675996607293,1572.0,2016,3,33,2018-10-01,2.0,0,0
766562,14,19622,19622.0,1714,7.0,2.0,0.08735093262664356,1401.5714285714287,2017,11,13,2018-07-01,5.0,1,0
766691,4,4209,4209.0,0,2.0,2.0,0.0,1052.25,2016,7,29,2017-02-01,22.0,1,1
766733,42,66988,66988.0,885,12.0,3.5,0.013211321430704007,1594.952380952381,2017,1,23,2018-12-01,0.0,0,0
766766,0,0,0.0,0,,,0.0,0.0,2014,11,49,,,1,0
766775,31,42881,42881.0,0,10.0,3.1,0.0,1383.258064516129,2016,6,30,2018-12-01,0.0,0,0
766777,28,35695,35695.0,1114,9.0,3.111111111111111,0.03120885278050147,1274.8214285714287,2015,4,44,2018-12-01,0.0,0,0
766861,41,63918,95877.0,0,6.0,6.833333333333333,0.0,1558.9756097560976,2018,2,10,2018-12-01,0.0,0,0
766886,30,42435,42435.0,0,8.0,3.75,0.0,1414.5,2016,7,29,2018-12-01,0.0,0,0
766909,0,0,0.0,0,,,0.0,0.0,2013,1,71,,,1,0
766927,53,69021,69021.0,1194,11.0,4.818181818181818,0.01729908288781675,1302.2830188679245,2016,4,32,2018-11-01,1.0,0,0
766969,53,89648,89648.0,1040,12.0,4.416666666666667,0.01160092807424594,1691.4716981132076,2015,8,40,2018-11-01,1.0,0,0
767006,34,54639,54639.0,297,11.0,3.090909090909091,0.005435677812551474,1607.0294117647059,2016,4,32,2018-12-01,0.0,0,0
767058,41,62277,62277.0,1533,10.0,4.1,0.024615829278866998,1518.9512195121952,2017,7,17,2018-11-01,1.0,0,0
767089,38,58792,58792.0,778,12.0,3.1666666666666665,0.013233092937814668,1547.157894736842,2015,3,45,2018-12-01,0.0,0,0
767175,3,7149,7149.0,0,1.0,3.0,0.0,2383.0,2018,10,2,2018-12-01,0.0,0,0
767331,34,48646,48646.0,0,8.0,4.25,0.0,1430.764705882353,2014,12,48,2018-10-01,2.0,0,0
767366,8,15661,15661.0,504,4.0,2.0,0.03218185301066343,1957.625,2017,3,21,2017-10-01,14.0,1,1
767385,39,64643,64643.0,1099,10.0,3.9,0.01700106740095602,1657.5128205128206,2014,9,51,2018-12-01,0.0,0,0
767416,51,81769,81769.0,672,10.0,5.1,0.008218273428805538,1603.313725490196,2013,6,66,2018-12-01,0.0,0,0
767428,44,57096,57096.0,478,11.0,4.0,0.008371864929241978,1297.6363636363637,2014,2,58,2018-12-01,0.0,0,0
767456,0,0,0.0,0,,,0.0,0.0,2018,12,0,,,0,0
767494,0,0,0.0,0,,,0.0,0.0,2012,5,79,,,0,0
767507,29,44572,44572.0,1033,9.0,3.2222222222222223,0.023175984923270214,1536.9655172413793,2017,1,23,2018-11-01,1.0,0,0
767534,38,60738,60738.0,737,9.0,4.222222222222222,0.012134084098916658,1598.3684210526317,2014,8,52,2018-11-01,1.0,0,0
767648,21,30651,30651.0,972,7.0,3.0,0.03171185279436234,1459.5714285714287,2017,9,15,2018-10-01,2.0,0,0
767672,38,58327,58327.0,358,8.0,4.75,0.006137809247861196,1534.921052631579,2012,10,74,2018-10-01,2.0,0,0
